SDG_goal,SDG_goal_label,Year,Countries_in_goal_year,Goal_year_document_count,HHI_count,Phase,HHI_impact
9,"SDG 9: Industry, Innovation and Infrastructure",1996,3,12,0.7083333333333334,Phase 4,0.9636488340192044
9,"SDG 9: Industry, Innovation and Infrastructure",1997,2,23,0.7731568998109641,Phase 4,1.0
9,"SDG 9: Industry, Innovation and Infrastructure",1998,3,40,0.6412500000000001,Phase 4,0.7958579881656804
9,"SDG 9: Industry, Innovation and Infrastructure",1999,4,28,0.6326530612244897,Phase 4,1.0
9,"SDG 9: Industry, Innovation and Infrastructure",2000,6,28,0.3418367346938775,Phase 4,0.3090530697190427
9,"SDG 9: Industry, Innovation and Infrastructure",2001,6,42,0.4104308390022676,Phase 4,0.6806099442268898
9,"SDG 9: Industry, Innovation and Infrastructure",2002,14,42,0.2789115646258503,Phase 4,0.8428285001711575
9,"SDG 9: Industry, Innovation and Infrastructure",2003,12,58,0.2752675386444708,Phase 4,0.6301108678765623
9,"SDG 9: Industry, Innovation and Infrastructure",2004,14,66,0.2525252525252525,Phase 4,0.9589408636744405
9,"SDG 9: Industry, Innovation and Infrastructure",2005,9,104,0.3352440828402367,Phase 4,0.7989243193207571
9,"SDG 9: Industry, Innovation and Infrastructure",2006,19,94,0.2793119058397465,Phase 4,0.6831769277167585
9,"SDG 9: Industry, Innovation and Infrastructure",2007,17,141,0.2461143805643579,Phase 4,0.4847587229441433
9,"SDG 9: Industry, Innovation and Infrastructure",2008,27,136,0.1920415224913495,Phase 4,0.6016920142794269
9,"SDG 9: Industry, Innovation and Infrastructure",2009,23,178,0.2239616210074485,Phase 4,0.645047627579205
9,"SDG 9: Industry, Innovation and Infrastructure",2010,34,232,0.1801798454221165,Phase 4,0.69866980745769
9,"SDG 9: Industry, Innovation and Infrastructure",2011,37,256,0.1507568359375,Phase 4,0.4069690119184929
9,"SDG 9: Industry, Innovation and Infrastructure",2012,37,315,0.1983270345175107,Phase 4,0.8553977939504174
9,"SDG 9: Industry, Innovation and Infrastructure",2013,42,395,0.1794391924371094,Phase 4,0.481554508228386
9,"SDG 9: Industry, Innovation and Infrastructure",2014,46,426,0.1535519848354603,Phase 4,0.5474662963697681
9,"SDG 9: Industry, Innovation and Infrastructure",2015,45,469,0.138938266329031,Phase 4,0.7350619338729609
9,"SDG 9: Industry, Innovation and Infrastructure",2016,52,481,0.1633594253136873,Phase 4,0.4165450577060954
9,"SDG 9: Industry, Innovation and Infrastructure",2017,59,508,0.1411277822555645,Phase 4,0.3122284142646368
9,"SDG 9: Industry, Innovation and Infrastructure",2018,52,542,0.1219005732492749,Phase 4,0.3980756581212744
9,"SDG 9: Industry, Innovation and Infrastructure",2019,59,691,0.1428727006938496,Phase 4,0.3960135169979203
9,"SDG 9: Industry, Innovation and Infrastructure",2020,50,573,0.1317123982346975,Phase 4,0.3383411691394955
9,"SDG 9: Industry, Innovation and Infrastructure",2021,57,727,0.1431501393490234,Phase 4,0.2489687454777394
9,"SDG 9: Industry, Innovation and Infrastructure",2022,47,536,0.1435035642682112,Phase 4,0.2527537377087329
9,"SDG 9: Industry, Innovation and Infrastructure",2023,47,524,0.1377105063807471,Phase 4,0.2327309837926451
9,"SDG 9: Industry, Innovation and Infrastructure",2024,35,455,0.1482091534838787,Phase 4,0.3171973150612376
10,SDG 10: Reduced Inequality,1972,1,2,1.0,Phase 3,
10,SDG 10: Reduced Inequality,1973,1,1,1.0,Phase 3,
10,SDG 10: Reduced Inequality,1974,2,6,0.5555555555555556,Phase 3,1.0
10,SDG 10: Reduced Inequality,1975,1,10,1.0,Phase 3,
10,SDG 10: Reduced Inequality,1976,2,19,0.9002770083102491,Phase 3,
10,SDG 10: Reduced Inequality,1977,3,21,0.746031746031746,Phase 3,1.0
10,SDG 10: Reduced Inequality,1978,4,32,0.62890625,Phase 3,0.9286694101508914
10,SDG 10: Reduced Inequality,1979,3,33,0.8310376492194673,Phase 3,0.625
10,SDG 10: Reduced Inequality,1980,2,3,0.5555555555555556,Phase 3,
10,SDG 10: Reduced Inequality,1981,2,33,0.8861340679522498,Phase 3,0.510204081632653
10,SDG 10: Reduced Inequality,1982,2,6,0.7222222222222223,Phase 3,1.0
10,SDG 10: Reduced Inequality,1983,2,18,0.8950617283950617,Phase 3,1.0
10,SDG 10: Reduced Inequality,1984,2,16,0.78125,Phase 3,1.0
10,SDG 10: Reduced Inequality,1985,2,12,0.8472222222222221,Phase 3,1.0
10,SDG 10: Reduced Inequality,1986,5,13,0.3017751479289941,Phase 3,0.6262975778546712
10,SDG 10: Reduced Inequality,1987,2,8,0.53125,Phase 3,1.0
10,SDG 10: Reduced Inequality,1988,2,4,0.625,Phase 3,1.0
10,SDG 10: Reduced Inequality,1989,4,14,0.6326530612244896,Phase 3,1.0
10,SDG 10: Reduced Inequality,1990,3,26,0.6213017751479291,Phase 3,0.9865777940102263
10,SDG 10: Reduced Inequality,1991,3,13,0.727810650887574,Phase 3,0.8854848304580605
10,SDG 10: Reduced Inequality,1992,4,35,0.7420408163265306,Phase 3,1.0
10,SDG 10: Reduced Inequality,1993,4,30,0.66,Phase 3,0.5503826530612245
10,SDG 10: Reduced Inequality,1994,3,69,0.515227893299727,Phase 4,1.0
10,SDG 10: Reduced Inequality,1995,4,67,0.7139674760525728,Phase 4,0.9269347860919726
10,SDG 10: Reduced Inequality,1996,5,48,0.4574652777777778,Phase 4,0.9456447187928668
10,SDG 10: Reduced Inequality,1997,5,39,0.4345825115055884,Phase 4,0.5144
10,SDG 10: Reduced Inequality,1998,7,74,0.6676406135865597,Phase 4,0.8075519693083962
10,SDG 10: Reduced Inequality,1999,8,127,0.7026474052948105,Phase 4,0.7344176698782792
10,SDG 10: Reduced Inequality,2000,8,163,0.586209492265422,Phase 4,0.7385792623172994
10,SDG 10: Reduced Inequality,2001,15,170,0.5053979238754325,Phase 4,0.8977989949866713
10,SDG 10: Reduced Inequality,2002,19,153,0.3107779059336154,Phase 4,0.5565906059697481
10,SDG 10: Reduced Inequality,2003,16,179,0.3569489092100745,Phase 4,0.55677191206213
10,SDG 10: Reduced Inequality,2004,19,207,0.3611052766692339,Phase 4,0.6513579554558565
10,SDG 10: Reduced Inequality,2005,17,201,0.355709017103537,Phase 4,0.6215997374563322
10,SDG 10: Reduced Inequality,2006,21,255,0.2560707420222991,Phase 4,0.6015689577758655
10,SDG 10: Reduced Inequality,2007,23,316,0.2839088287133472,Phase 4,0.598813366012279
10,SDG 10: Reduced Inequality,2008,29,367,0.3025117121665467,Phase 4,0.6467386053350137
10,SDG 10: Reduced Inequality,2009,28,348,0.2458878319460959,Phase 4,0.6335731672580787
10,SDG 10: Reduced Inequality,2010,29,413,0.2372705474031037,Phase 4,0.4784566864879326
10,SDG 10: Reduced Inequality,2011,30,489,0.2315605906633043,Phase 4,0.6422327829350708
10,SDG 10: Reduced Inequality,2012,37,566,0.2852951091910251,Phase 4,0.8490741025043409
10,SDG 10: Reduced Inequality,2013,42,735,0.2596936461659493,Phase 4,0.581594508978115
10,SDG 10: Reduced Inequality,2014,46,772,0.1967368251496684,Phase 4,0.4599447289143529
10,SDG 10: Reduced Inequality,2015,51,812,0.201385012982601,Phase 4,0.5784283821444596
10,SDG 10: Reduced Inequality,2016,49,873,0.1897697109019602,Phase 4,0.4698148330839854
10,SDG 10: Reduced Inequality,2017,45,997,0.1896632726665453,Phase 4,0.4238725139450488
10,SDG 10: Reduced Inequality,2018,49,1101,0.1842705953880586,Phase 4,0.6306261922571896
10,SDG 10: Reduced Inequality,2019,48,1146,0.1626082374691239,Phase 4,0.4803384983054501
10,SDG 10: Reduced Inequality,2020,55,1149,0.1681054627287815,Phase 4,0.4669125402934071
10,SDG 10: Reduced Inequality,2021,53,1292,0.1694375485243796,Phase 4,0.2799972345194195
10,SDG 10: Reduced Inequality,2022,43,1146,0.182545556438816,Phase 4,0.2789496285854822
10,SDG 10: Reduced Inequality,2023,41,1115,0.1578177723260069,Phase 4,0.2820770956179905
10,SDG 10: Reduced Inequality,2024,36,1003,0.1732658455341851,Phase 4,0.3264418521477407
11,SDG 11: Sustainable Cities and Communities,1972,3,5,0.4400000000000001,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1973,0,0,,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1974,2,3,0.5555555555555556,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1975,3,12,0.5,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1976,2,5,0.6800000000000002,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1977,4,23,0.7618147448015123,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1978,1,11,1.0,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1979,2,9,0.8024691358024691,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1980,3,3,0.3333333333333333,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1981,2,29,0.8715814506539834,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1982,4,35,0.6979591836734695,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1983,1,6,1.0,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1984,3,18,0.7098765432098766,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1985,3,19,0.7229916897506924,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1986,4,8,0.34375,Phase 3,0.53125
11,SDG 11: Sustainable Cities and Communities,1987,2,6,0.5555555555555556,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1988,3,4,0.375,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1989,2,8,0.625,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1990,2,4,0.5,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1991,2,8,0.625,Phase 3,
11,SDG 11: Sustainable Cities and Communities,1992,4,55,0.7705785123966942,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1993,3,7,0.4285714285714285,Phase 3,1.0
11,SDG 11: Sustainable Cities and Communities,1994,3,13,0.6213017751479291,Phase 4,1.0
11,SDG 11: Sustainable Cities and Communities,1995,4,17,0.6055363321799309,Phase 4,
11,SDG 11: Sustainable Cities and Communities,1996,5,22,0.5041322314049586,Phase 4,0.5517159763313609
11,SDG 11: Sustainable Cities and Communities,1997,4,28,0.3698979591836735,Phase 4,0.78125
11,SDG 11: Sustainable Cities and Communities,1998,5,46,0.4073724007561437,Phase 4,0.7712031558185405
11,SDG 11: Sustainable Cities and Communities,1999,5,73,0.6873709889285043,Phase 4,0.659100374843815
11,SDG 11: Sustainable Cities and Communities,2000,7,94,0.3884110457220462,Phase 4,0.6572222222222223
11,SDG 11: Sustainable Cities and Communities,2001,13,99,0.3798591980410162,Phase 4,0.406547769217334
11,SDG 11: Sustainable Cities and Communities,2002,10,106,0.2607689569241723,Phase 4,0.9118974409839317
11,SDG 11: Sustainable Cities and Communities,2003,11,119,0.3157262905162065,Phase 4,0.7841724007561437
11,SDG 11: Sustainable Cities and Communities,2004,15,145,0.3435434007134363,Phase 4,0.3531583431376527
11,SDG 11: Sustainable Cities and Communities,2005,14,175,0.257404081632653,Phase 4,0.391163324235592
11,SDG 11: Sustainable Cities and Communities,2006,15,221,0.2674187670195123,Phase 4,0.4864870951758929
11,SDG 11: Sustainable Cities and Communities,2007,20,228,0.218990458602647,Phase 4,0.3444908973332021
11,SDG 11: Sustainable Cities and Communities,2008,24,300,0.2328888888888889,Phase 4,0.6427808109793806
11,SDG 11: Sustainable Cities and Communities,2009,20,350,0.3075918367346938,Phase 4,0.4127598435332907
11,SDG 11: Sustainable Cities and Communities,2010,23,409,0.256843275685822,Phase 4,0.4348735056152639
11,SDG 11: Sustainable Cities and Communities,2011,23,409,0.220796145408026,Phase 4,0.3701195227714275
11,SDG 11: Sustainable Cities and Communities,2012,32,541,0.1945428640738552,Phase 4,0.5817059615113589
11,SDG 11: Sustainable Cities and Communities,2013,30,627,0.2238018563881067,Phase 4,0.4714548102826491
11,SDG 11: Sustainable Cities and Communities,2014,38,681,0.2440977141243011,Phase 4,0.9218966039305895
11,SDG 11: Sustainable Cities and Communities,2015,39,716,0.2033800443182173,Phase 4,0.5027249062890463
11,SDG 11: Sustainable Cities and Communities,2016,41,883,0.1844491842260183,Phase 4,0.4257543915130064
11,SDG 11: Sustainable Cities and Communities,2017,46,891,0.2313810256197087,Phase 4,0.3510204081632652
11,SDG 11: Sustainable Cities and Communities,2018,49,1068,0.240833087853666,Phase 4,0.3527532817713109
11,SDG 11: Sustainable Cities and Communities,2019,47,1191,0.2147261753946651,Phase 4,0.3760684918813573
11,SDG 11: Sustainable Cities and Communities,2020,45,1067,0.2343676574828567,Phase 4,0.2976437883516761
11,SDG 11: Sustainable Cities and Communities,2021,45,1292,0.2099536082968302,Phase 4,0.6650126785261922
11,SDG 11: Sustainable Cities and Communities,2022,50,1215,0.1980436586563701,Phase 4,0.2659955072149844
11,SDG 11: Sustainable Cities and Communities,2023,43,1249,0.230062032011518,Phase 4,0.2301249709665494
11,SDG 11: Sustainable Cities and Communities,2024,39,972,0.2342143812765669,Phase 4,0.15803565330237
12,SDG 12: Responsible Consumption and Production,1972,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1973,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1974,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1975,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1976,1,2,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1977,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1978,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1979,1,1,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1980,1,6,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1981,0,0,,Phase 3,
12,SDG 12: Responsible Consumption and Production,1982,1,1,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1983,1,2,1.0,Phase 3,1.0
12,SDG 12: Responsible Consumption and Production,1984,2,2,0.5,Phase 3,
12,SDG 12: Responsible Consumption and Production,1985,1,3,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1986,1,1,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1987,2,2,0.5,Phase 3,
12,SDG 12: Responsible Consumption and Production,1988,1,1,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1989,3,3,0.3333333333333333,Phase 3,
12,SDG 12: Responsible Consumption and Production,1990,1,1,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1991,1,1,1.0,Phase 3,
12,SDG 12: Responsible Consumption and Production,1992,2,3,0.5555555555555556,Phase 3,1.0
12,SDG 12: Responsible Consumption and Production,1993,3,3,0.3333333333333333,Phase 3,1.0
12,SDG 12: Responsible Consumption and Production,1994,1,2,1.0,Phase 4,
12,SDG 12: Responsible Consumption and Production,1995,1,4,1.0,Phase 4,
12,SDG 12: Responsible Consumption and Production,1996,1,13,1.0,Phase 4,1.0
12,SDG 12: Responsible Consumption and Production,1997,3,6,0.5,Phase 4,1.0
12,SDG 12: Responsible Consumption and Production,1998,3,22,0.8305785123966942,Phase 4,0.5022222222222222
12,SDG 12: Responsible Consumption and Production,1999,3,17,0.6193771626297578,Phase 4,0.5
12,SDG 12: Responsible Consumption and Production,2000,4,26,0.7248520710059171,Phase 4,0.9545700378583017
12,SDG 12: Responsible Consumption and Production,2001,5,19,0.5013850415512465,Phase 4,1.0
12,SDG 12: Responsible Consumption and Production,2002,13,38,0.263157894736842,Phase 4,0.6339274659374141
12,SDG 12: Responsible Consumption and Production,2003,9,37,0.4112490869247625,Phase 4,0.9726080246913582
12,SDG 12: Responsible Consumption and Production,2004,9,24,0.1597222222222222,Phase 4,0.4296875
12,SDG 12: Responsible Consumption and Production,2005,8,36,0.4058641975308643,Phase 4,0.5471444705595068
12,SDG 12: Responsible Consumption and Production,2006,7,32,0.24609375,Phase 4,0.8214506539833532
12,SDG 12: Responsible Consumption and Production,2007,10,42,0.209750566893424,Phase 4,0.9235929665984041
12,SDG 12: Responsible Consumption and Production,2008,16,52,0.1974852071005917,Phase 4,0.9670422271464685
12,SDG 12: Responsible Consumption and Production,2009,15,40,0.165,Phase 4,0.8486911242603551
12,SDG 12: Responsible Consumption and Production,2010,12,56,0.2423469387755101,Phase 4,0.7001388888888889
12,SDG 12: Responsible Consumption and Production,2011,24,85,0.126643598615917,Phase 4,0.5621806821553578
12,SDG 12: Responsible Consumption and Production,2012,21,98,0.1547271970012495,Phase 4,0.4748533162614801
12,SDG 12: Responsible Consumption and Production,2013,19,93,0.1446409989594173,Phase 4,0.4854575996074212
12,SDG 12: Responsible Consumption and Production,2014,19,113,0.1617197901166889,Phase 4,0.6142099234069316
12,SDG 12: Responsible Consumption and Production,2015,22,102,0.1691657054978855,Phase 4,0.2972335171082406
12,SDG 12: Responsible Consumption and Production,2016,22,172,0.2755543537047053,Phase 4,0.7097383603968104
12,SDG 12: Responsible Consumption and Production,2017,23,128,0.1741943359375,Phase 4,0.7682576326753637
12,SDG 12: Responsible Consumption and Production,2018,24,113,0.1899130707181455,Phase 4,0.6454093152516208
12,SDG 12: Responsible Consumption and Production,2019,25,205,0.2467816775728733,Phase 4,0.3607578947368421
12,SDG 12: Responsible Consumption and Production,2020,29,147,0.1882086167800453,Phase 4,0.4385985973140541
12,SDG 12: Responsible Consumption and Production,2021,24,157,0.1568014929611749,Phase 4,0.2787634041390615
12,SDG 12: Responsible Consumption and Production,2022,28,180,0.1495061728395062,Phase 4,0.3104078504774305
12,SDG 12: Responsible Consumption and Production,2023,29,144,0.1546103395061728,Phase 4,0.418493323255228
12,SDG 12: Responsible Consumption and Production,2024,18,136,0.2334558823529412,Phase 4,0.3224193561629215
13,SDG 13: Climate Action,1972,0,0,,Phase 3,
13,SDG 13: Climate Action,1973,0,0,,Phase 3,
13,SDG 13: Climate Action,1974,0,0,,Phase 3,
13,SDG 13: Climate Action,1975,1,1,1.0,Phase 3,
13,SDG 13: Climate Action,1976,0,0,,Phase 3,
13,SDG 13: Climate Action,1977,1,1,1.0,Phase 3,
13,SDG 13: Climate Action,1978,0,0,,Phase 3,
13,SDG 13: Climate Action,1979,0,0,,Phase 3,
13,SDG 13: Climate Action,1980,1,1,1.0,Phase 3,
13,SDG 13: Climate Action,1981,0,0,,Phase 3,
13,SDG 13: Climate Action,1982,1,12,1.0,Phase 3,
13,SDG 13: Climate Action,1983,1,3,1.0,Phase 3,1.0
13,SDG 13: Climate Action,1984,1,9,1.0,Phase 3,
13,SDG 13: Climate Action,1985,1,3,1.0,Phase 3,
13,SDG 13: Climate Action,1986,1,3,1.0,Phase 3,1.0
13,SDG 13: Climate Action,1987,1,15,1.0,Phase 3,
13,SDG 13: Climate Action,1988,1,2,1.0,Phase 3,1.0
13,SDG 13: Climate Action,1989,1,1,1.0,Phase 3,
13,SDG 13: Climate Action,1990,1,5,1.0,Phase 3,1.0
13,SDG 13: Climate Action,1991,2,4,0.625,Phase 3,1.0
13,SDG 13: Climate Action,1992,1,7,1.0,Phase 3,1.0
13,SDG 13: Climate Action,1993,1,2,1.0,Phase 3,1.0
13,SDG 13: Climate Action,1994,2,3,0.5555555555555556,Phase 4,
13,SDG 13: Climate Action,1995,2,5,0.6800000000000002,Phase 4,
13,SDG 13: Climate Action,1996,2,19,0.9002770083102491,Phase 4,
13,SDG 13: Climate Action,1997,2,22,0.7644628099173554,Phase 4,0.8605380606098436
13,SDG 13: Climate Action,1998,2,15,0.8755555555555556,Phase 4,1.0
13,SDG 13: Climate Action,1999,7,48,0.7335069444444444,Phase 4,0.5003652300949598
13,SDG 13: Climate Action,2000,7,45,0.6483950617283952,Phase 4,0.9888697294091944
13,SDG 13: Climate Action,2001,10,80,0.6846874999999998,Phase 4,0.9470803303400445
13,SDG 13: Climate Action,2002,11,68,0.4770761245674741,Phase 4,0.7525551020408163
13,SDG 13: Climate Action,2003,12,53,0.6034175863296546,Phase 4,0.9296748185971514
13,SDG 13: Climate Action,2004,14,65,0.5086390532544378,Phase 4,0.6674598453301607
13,SDG 13: Climate Action,2005,15,109,0.379008500967932,Phase 4,0.5630309033592628
13,SDG 13: Climate Action,2006,17,115,0.2511153119092627,Phase 4,0.8384631054976397
13,SDG 13: Climate Action,2007,25,164,0.2903033908387865,Phase 4,0.9493278691738194
13,SDG 13: Climate Action,2008,23,241,0.2747370052168524,Phase 4,0.6455060863896503
13,SDG 13: Climate Action,2009,29,326,0.2813052805901615,Phase 4,0.6294456998210864
13,SDG 13: Climate Action,2010,34,335,0.2623390510135888,Phase 4,0.5275980981303754
13,SDG 13: Climate Action,2011,36,391,0.2325534239048671,Phase 4,0.5965018076626265
13,SDG 13: Climate Action,2012,35,410,0.2648542534205829,Phase 4,0.8034998763186554
13,SDG 13: Climate Action,2013,43,469,0.2125240383522534,Phase 4,0.6284106597595787
13,SDG 13: Climate Action,2014,42,580,0.2121819262782402,Phase 4,0.8454200947169813
13,SDG 13: Climate Action,2015,45,576,0.215404369212963,Phase 4,0.580267981248477
13,SDG 13: Climate Action,2016,53,745,0.305343002567452,Phase 4,0.5730006799602917
13,SDG 13: Climate Action,2017,56,694,0.1994493767077212,Phase 4,0.369778378271605
13,SDG 13: Climate Action,2018,45,791,0.1861955213599262,Phase 4,0.6164971892306611
13,SDG 13: Climate Action,2019,61,1127,0.1550543291271989,Phase 4,0.4138483321443035
13,SDG 13: Climate Action,2020,62,1066,0.1741338101792044,Phase 4,0.4130620605325179
13,SDG 13: Climate Action,2021,75,1712,0.1630962584068478,Phase 4,0.49516495916627
13,SDG 13: Climate Action,2022,66,1478,0.1847200528820535,Phase 4,0.4525569310440725
13,SDG 13: Climate Action,2023,61,1417,0.175661602807725,Phase 4,0.2223883094482547
13,SDG 13: Climate Action,2024,55,1249,0.1794056542271448,Phase 4,0.3505139842963249
14,SDG 14: Life Below Water,1972,0,0,,Phase 3,
14,SDG 14: Life Below Water,1973,0,0,,Phase 3,
14,SDG 14: Life Below Water,1974,0,0,,Phase 3,
14,SDG 14: Life Below Water,1975,0,0,,Phase 3,
14,SDG 14: Life Below Water,1976,0,0,,Phase 3,
14,SDG 14: Life Below Water,1977,0,0,,Phase 3,
14,SDG 14: Life Below Water,1978,1,1,1.0,Phase 3,1.0
14,SDG 14: Life Below Water,1979,1,1,1.0,Phase 3,
14,SDG 14: Life Below Water,1980,0,0,,Phase 3,
14,SDG 14: Life Below Water,1981,0,0,,Phase 3,
14,SDG 14: Life Below Water,1982,1,1,1.0,Phase 3,
14,SDG 14: Life Below Water,1983,1,21,1.0,Phase 3,
14,SDG 14: Life Below Water,1984,0,0,,Phase 3,
14,SDG 14: Life Below Water,1985,2,2,0.5,Phase 3,
14,SDG 14: Life Below Water,1986,1,1,1.0,Phase 3,
14,SDG 14: Life Below Water,1987,0,0,,Phase 3,
14,SDG 14: Life Below Water,1988,1,1,1.0,Phase 3,1.0
14,SDG 14: Life Below Water,1989,0,0,,Phase 3,
14,SDG 14: Life Below Water,1990,0,0,,Phase 3,
14,SDG 14: Life Below Water,1991,0,0,,Phase 3,
14,SDG 14: Life Below Water,1992,0,0,,Phase 3,
14,SDG 14: Life Below Water,1993,0,0,,Phase 3,
14,SDG 14: Life Below Water,1994,1,1,1.0,Phase 4,
14,SDG 14: Life Below Water,1995,1,1,1.0,Phase 4,
14,SDG 14: Life Below Water,1996,1,1,1.0,Phase 4,
14,SDG 14: Life Below Water,1997,2,3,0.5555555555555556,Phase 4,1.0
14,SDG 14: Life Below Water,1998,2,4,0.625,Phase 4,0.625
14,SDG 14: Life Below Water,1999,3,5,0.4400000000000001,Phase 4,0.8124263038548754
14,SDG 14: Life Below Water,2000,3,15,0.5733333333333333,Phase 4,0.5039181125103527
14,SDG 14: Life Below Water,2001,5,12,0.3888888888888889,Phase 4,0.8114410604769777
14,SDG 14: Life Below Water,2002,4,10,0.34,Phase 4,1.0
14,SDG 14: Life Below Water,2003,7,19,0.4238227146814403,Phase 4,0.7330558858501784
14,SDG 14: Life Below Water,2004,5,20,0.41,Phase 4,0.5465116279069766
14,SDG 14: Life Below Water,2005,6,13,0.2307692307692308,Phase 4,0.4564121945074325
14,SDG 14: Life Below Water,2006,6,19,0.2132963988919667,Phase 4,0.8842975206611572
14,SDG 14: Life Below Water,2007,7,39,0.3504273504273503,Phase 4,0.961789802289282
14,SDG 14: Life Below Water,2008,7,35,0.3746938775510204,Phase 4,1.0
14,SDG 14: Life Below Water,2009,7,30,0.2533333333333334,Phase 4,0.6652751522789331
14,SDG 14: Life Below Water,2010,8,35,0.3697959183673469,Phase 4,0.9363206508818427
14,SDG 14: Life Below Water,2011,10,28,0.3163265306122448,Phase 4,0.8441358024691357
14,SDG 14: Life Below Water,2012,12,47,0.2485287460389317,Phase 4,0.9515270156988264
14,SDG 14: Life Below Water,2013,11,32,0.291015625,Phase 4,0.5484764542936289
14,SDG 14: Life Below Water,2014,9,50,0.2792,Phase 4,0.9857655473367051
14,SDG 14: Life Below Water,2015,13,53,0.1527233891064436,Phase 4,0.3254451679152373
14,SDG 14: Life Below Water,2016,11,78,0.3790269559500329,Phase 4,0.790493079584775
14,SDG 14: Life Below Water,2017,10,65,0.2757396449704142,Phase 4,0.4195032847300112
14,SDG 14: Life Below Water,2018,15,77,0.1573621184010794,Phase 4,0.5238342046751998
14,SDG 14: Life Below Water,2019,14,79,0.2251241788174972,Phase 4,0.3248670590311615
14,SDG 14: Life Below Water,2020,17,67,0.1891289819558922,Phase 4,0.7340843336411204
14,SDG 14: Life Below Water,2021,14,71,0.2037294187661178,Phase 4,0.655694258472282
14,SDG 14: Life Below Water,2022,18,86,0.167658193618172,Phase 4,0.3624063175896585
14,SDG 14: Life Below Water,2023,15,60,0.1394444444444444,Phase 4,0.3698765432098765
14,SDG 14: Life Below Water,2024,8,43,0.2882639264467279,Phase 4,0.5868444444444446
15,SDG 15: Life on Land,1972,1,1,1.0,Phase 3,1.0
15,SDG 15: Life on Land,1973,1,1,1.0,Phase 3,
15,SDG 15: Life on Land,1974,1,1,1.0,Phase 3,1.0
15,SDG 15: Life on Land,1975,1,4,1.0,Phase 3,
15,SDG 15: Life on Land,1976,0,0,,Phase 3,
15,SDG 15: Life on Land,1977,0,0,,Phase 3,
15,SDG 15: Life on Land,1978,0,0,,Phase 3,
15,SDG 15: Life on Land,1979,1,1,1.0,Phase 3,1.0
15,SDG 15: Life on Land,1980,2,2,0.5,Phase 3,
15,SDG 15: Life on Land,1981,2,2,0.5,Phase 3,
15,SDG 15: Life on Land,1982,2,9,0.8024691358024691,Phase 3,1.0
15,SDG 15: Life on Land,1983,1,2,1.0,Phase 3,
15,SDG 15: Life on Land,1984,2,2,0.5,Phase 3,0.5371900826446281
15,SDG 15: Life on Land,1985,2,2,0.5,Phase 3,1.0
15,SDG 15: Life on Land,1986,3,4,0.375,Phase 3,1.0
15,SDG 15: Life on Land,1987,4,15,0.5644444444444443,Phase 3,0.510204081632653
15,SDG 15: Life on Land,1988,1,2,1.0,Phase 3,
15,SDG 15: Life on Land,1989,4,5,0.28,Phase 3,1.0
15,SDG 15: Life on Land,1990,4,9,0.308641975308642,Phase 3,0.5211937716262975
15,SDG 15: Life on Land,1991,4,12,0.4027777777777778,Phase 3,0.5399999999999999
15,SDG 15: Life on Land,1992,4,14,0.3469387755102041,Phase 3,0.6508390022675736
15,SDG 15: Life on Land,1993,5,10,0.4,Phase 3,0.868584838281808
15,SDG 15: Life on Land,1994,3,10,0.34,Phase 4,0.8359312012899758
15,SDG 15: Life on Land,1995,4,11,0.3223140495867768,Phase 4,0.7731568998109641
15,SDG 15: Life on Land,1996,6,29,0.2485136741973841,Phase 4,0.6536932711830479
