SDG_goal,SDG_goal_label,Year,Countries_in_goal_year,Goal_year_document_count,HHI_count,Phase,HHI_impact
15,SDG 15: Life on Land,1997,5,18,0.3271604938271605,Phase 4,0.5081484834766863
15,SDG 15: Life on Land,1998,7,14,0.2346938775510204,Phase 4,0.3576331360946746
15,SDG 15: Life on Land,1999,6,32,0.296875,Phase 4,0.3685549156853217
15,SDG 15: Life on Land,2000,8,33,0.285583103764922,Phase 4,0.453514739229025
15,SDG 15: Life on Land,2001,9,62,0.4854318418314255,Phase 4,0.8632819146404699
15,SDG 15: Life on Land,2002,13,61,0.2958882020962106,Phase 4,0.4469682979378269
15,SDG 15: Life on Land,2003,11,67,0.3267988416128313,Phase 4,0.4205325443786982
15,SDG 15: Life on Land,2004,11,90,0.3720987654320987,Phase 4,0.618087551871349
15,SDG 15: Life on Land,2005,11,65,0.2596449704142012,Phase 4,0.4286363154627625
15,SDG 15: Life on Land,2006,16,83,0.2689795325881841,Phase 4,0.5151437481310607
15,SDG 15: Life on Land,2007,17,126,0.2745023935500126,Phase 4,0.9608074395452341
15,SDG 15: Life on Land,2008,21,138,0.2090947279983197,Phase 4,0.368608470024677
15,SDG 15: Life on Land,2009,21,111,0.2083434786137489,Phase 4,0.3938989774631511
15,SDG 15: Life on Land,2010,22,146,0.2325014073935072,Phase 4,0.315763281500317
15,SDG 15: Life on Land,2011,20,144,0.1836419753086419,Phase 4,0.3290562093805509
15,SDG 15: Life on Land,2012,19,190,0.2106925207756233,Phase 4,0.2978607927693762
15,SDG 15: Life on Land,2013,28,163,0.1839361662087395,Phase 4,0.4972493928537884
15,SDG 15: Life on Land,2014,26,181,0.2035652147370349,Phase 4,0.2485612229483112
15,SDG 15: Life on Land,2015,25,202,0.173659445152436,Phase 4,0.5382994126691243
15,SDG 15: Life on Land,2016,28,283,0.3314437688072021,Phase 4,0.6945326056393706
15,SDG 15: Life on Land,2017,25,165,0.1778879706152433,Phase 4,0.5434644852110742
15,SDG 15: Life on Land,2018,33,276,0.1812644402436463,Phase 4,0.410533887572999
15,SDG 15: Life on Land,2019,38,343,0.1972732449914576,Phase 4,0.7580211436303271
15,SDG 15: Life on Land,2020,41,259,0.1556774645577735,Phase 4,0.5104761046799693
15,SDG 15: Life on Land,2021,35,254,0.1098022196044392,Phase 4,0.2051059936087991
15,SDG 15: Life on Land,2022,27,294,0.2005645795733259,Phase 4,0.8575792295608223
15,SDG 15: Life on Land,2023,28,198,0.1386593204775023,Phase 4,0.4221893275740736
15,SDG 15: Life on Land,2024,25,177,0.1915477672444061,Phase 4,0.2445356840961236
16,"SDG 16: Peace, Justice and Strong Institutions",1972,2,12,0.8472222222222221,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1973,2,2,0.5,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1974,2,16,0.8828125,Phase 3,1.0
16,"SDG 16: Peace, Justice and Strong Institutions",1975,2,3,0.5555555555555556,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1976,2,26,0.9260355029585798,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1977,2,8,0.625,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1978,2,38,0.9487534626038783,Phase 3,0.5
16,"SDG 16: Peace, Justice and Strong Institutions",1979,2,11,0.8347107438016528,Phase 3,1.0
16,"SDG 16: Peace, Justice and Strong Institutions",1980,1,1,1.0,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1981,1,26,1.0,Phase 3,1.0
16,"SDG 16: Peace, Justice and Strong Institutions",1982,2,6,0.7222222222222223,Phase 3,1.0
16,"SDG 16: Peace, Justice and Strong Institutions",1983,2,11,0.8347107438016528,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1984,1,10,1.0,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1985,1,9,1.0,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1986,3,18,0.6296296296296297,Phase 3,1.0
16,"SDG 16: Peace, Justice and Strong Institutions",1987,0,0,,Phase 3,
16,"SDG 16: Peace, Justice and Strong Institutions",1988,3,6,0.3888888888888889,Phase 3,0.7574872169466765
16,"SDG 16: Peace, Justice and Strong Institutions",1989,3,5,0.44,Phase 3,1.0
16,"SDG 16: Peace, Justice and Strong Institutions",1990,5,33,0.726354453627181,Phase 3,0.5918367346938775
16,"SDG 16: Peace, Justice and Strong Institutions",1991,3,21,0.8231292517006804,Phase 3,0.8755555555555556
16,"SDG 16: Peace, Justice and Strong Institutions",1992,5,39,0.68310322156476,Phase 3,0.9219172525689563
16,"SDG 16: Peace, Justice and Strong Institutions",1993,3,57,0.8085564789165898,Phase 3,0.887725551347739
16,"SDG 16: Peace, Justice and Strong Institutions",1994,3,87,0.5999471528603515,Phase 4,0.3404081632653062
16,"SDG 16: Peace, Justice and Strong Institutions",1995,4,131,0.8975584173416468,Phase 4,0.8536009445100354
16,"SDG 16: Peace, Justice and Strong Institutions",1996,5,133,0.5806433376674769,Phase 4,0.9299934253780408
16,"SDG 16: Peace, Justice and Strong Institutions",1997,8,83,0.6609086950210481,Phase 4,0.4538271604938272
16,"SDG 16: Peace, Justice and Strong Institutions",1998,7,149,0.7441556686635736,Phase 4,0.463835026161896
16,"SDG 16: Peace, Justice and Strong Institutions",1999,9,222,0.7183264345426507,Phase 4,0.7156718300436151
16,"SDG 16: Peace, Justice and Strong Institutions",2000,10,180,0.5596913580246914,Phase 4,0.3223931738779897
16,"SDG 16: Peace, Justice and Strong Institutions",2001,13,264,0.5764175849403121,Phase 4,0.7258762851996463
16,"SDG 16: Peace, Justice and Strong Institutions",2002,19,276,0.3831127914303718,Phase 4,0.7630236706935981
16,"SDG 16: Peace, Justice and Strong Institutions",2003,20,248,0.3448881373569199,Phase 4,0.4088860040019523
16,"SDG 16: Peace, Justice and Strong Institutions",2004,22,292,0.3547100769375118,Phase 4,0.4860313963319459
16,"SDG 16: Peace, Justice and Strong Institutions",2005,26,320,0.31826171875,Phase 4,0.6223320938466692
16,"SDG 16: Peace, Justice and Strong Institutions",2006,27,297,0.2912968064483216,Phase 4,0.4732565528928512
16,"SDG 16: Peace, Justice and Strong Institutions",2007,24,365,0.2537586789266279,Phase 4,0.4151813147952144
16,"SDG 16: Peace, Justice and Strong Institutions",2008,32,400,0.25545,Phase 4,0.4737179860443901
16,"SDG 16: Peace, Justice and Strong Institutions",2009,34,487,0.2644316921688754,Phase 4,0.4648710626999363
16,"SDG 16: Peace, Justice and Strong Institutions",2010,38,477,0.2090151145568258,Phase 4,0.3753638776937387
16,"SDG 16: Peace, Justice and Strong Institutions",2011,40,574,0.2509864147919727,Phase 4,0.5260274356568029
16,"SDG 16: Peace, Justice and Strong Institutions",2012,41,623,0.2208518301904779,Phase 4,0.7548455571071992
16,"SDG 16: Peace, Justice and Strong Institutions",2013,42,656,0.2046772754312909,Phase 4,0.5644639198643283
16,"SDG 16: Peace, Justice and Strong Institutions",2014,54,690,0.1755933627389204,Phase 4,0.3330119449354544
16,"SDG 16: Peace, Justice and Strong Institutions",2015,51,849,0.163436232746625,Phase 4,0.319967805688347
16,"SDG 16: Peace, Justice and Strong Institutions",2016,56,867,0.1728919805930378,Phase 4,0.3790605871056242
16,"SDG 16: Peace, Justice and Strong Institutions",2017,51,871,0.1941616653990491,Phase 4,0.4753330324803614
16,"SDG 16: Peace, Justice and Strong Institutions",2018,59,919,0.1767486303535209,Phase 4,0.3679477048532611
16,"SDG 16: Peace, Justice and Strong Institutions",2019,62,1074,0.1831958358908204,Phase 4,0.2970668824569987
16,"SDG 16: Peace, Justice and Strong Institutions",2020,54,941,0.1737936782381553,Phase 4,0.3282989900872462
16,"SDG 16: Peace, Justice and Strong Institutions",2021,59,1027,0.1527738404841433,Phase 4,0.2658302328289644
16,"SDG 16: Peace, Justice and Strong Institutions",2022,58,1023,0.1645850234441664,Phase 4,0.2054937666772754
16,"SDG 16: Peace, Justice and Strong Institutions",2023,50,940,0.1658918062471707,Phase 4,0.2225796255943637
16,"SDG 16: Peace, Justice and Strong Institutions",2024,42,844,0.1595988409963837,Phase 4,0.2808481390804339
17,SDG 17: Partnerships for the Goals,1972,1,10,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1973,0,0,,Phase 3,
17,SDG 17: Partnerships for the Goals,1974,1,2,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1975,1,4,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1976,1,2,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1977,0,0,,Phase 3,
17,SDG 17: Partnerships for the Goals,1978,1,16,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1979,1,12,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1980,1,1,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1981,2,6,0.7222222222222223,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1982,1,1,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1983,1,16,1.0,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1984,1,3,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1985,1,1,1.0,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1986,1,8,1.0,Phase 3,
17,SDG 17: Partnerships for the Goals,1987,1,2,1.0,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1988,1,3,1.0,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1989,2,9,0.8024691358024691,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1990,1,14,1.0,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1991,2,11,0.8347107438016528,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1992,2,20,0.9049999999999999,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1993,1,14,1.0,Phase 3,1.0
17,SDG 17: Partnerships for the Goals,1994,2,34,0.9429065743944636,Phase 4,
17,SDG 17: Partnerships for the Goals,1995,2,30,0.9355555555555555,Phase 4,
17,SDG 17: Partnerships for the Goals,1996,2,39,0.9500328731097962,Phase 4,0.8673469387755102
17,SDG 17: Partnerships for the Goals,1997,2,35,0.8922448979591837,Phase 4,0.5
17,SDG 17: Partnerships for the Goals,1998,4,38,0.7603878116343491,Phase 4,0.5957010022944088
17,SDG 17: Partnerships for the Goals,1999,3,42,0.9081632653061223,Phase 4,0.8491274160255207
17,SDG 17: Partnerships for the Goals,2000,5,85,0.844152249134948,Phase 4,0.5308274743104381
17,SDG 17: Partnerships for the Goals,2001,7,61,0.8145659768879335,Phase 4,0.9388427734375
17,SDG 17: Partnerships for the Goals,2002,7,81,0.7509525986892243,Phase 4,0.8563614744351961
17,SDG 17: Partnerships for the Goals,2003,13,85,0.5283044982698963,Phase 4,0.8871810103710305
17,SDG 17: Partnerships for the Goals,2004,8,73,0.589041095890411,Phase 4,0.6497765120050631
17,SDG 17: Partnerships for the Goals,2005,11,124,0.7333506763787723,Phase 4,0.9863832274088686
17,SDG 17: Partnerships for the Goals,2006,13,74,0.579620160701242,Phase 4,0.7979355934413507
17,SDG 17: Partnerships for the Goals,2007,16,94,0.4268899954730647,Phase 4,0.7427668560930695
17,SDG 17: Partnerships for the Goals,2008,13,92,0.5113421550094517,Phase 4,0.9415344691191293
17,SDG 17: Partnerships for the Goals,2009,18,97,0.5555319375066426,Phase 4,0.8809816157868106
17,SDG 17: Partnerships for the Goals,2010,23,111,0.4195276357438519,Phase 4,0.7208506428616788
17,SDG 17: Partnerships for the Goals,2011,27,146,0.418558829048602,Phase 4,0.7268050208505927
17,SDG 17: Partnerships for the Goals,2012,22,165,0.4038567493112946,Phase 4,0.78042700304407
17,SDG 17: Partnerships for the Goals,2013,30,207,0.411841583234148,Phase 4,0.912599708399372
17,SDG 17: Partnerships for the Goals,2014,28,198,0.39337822671156,Phase 4,0.7664204535281819
17,SDG 17: Partnerships for the Goals,2015,35,224,0.3888711734693878,Phase 4,0.7927772008768894
17,SDG 17: Partnerships for the Goals,2016,34,265,0.4167319330722677,Phase 4,0.6445468630278128
17,SDG 17: Partnerships for the Goals,2017,37,255,0.3895578623606306,Phase 4,0.3851280476558106
17,SDG 17: Partnerships for the Goals,2018,42,299,0.3436538741177391,Phase 4,0.5460964460062284
17,SDG 17: Partnerships for the Goals,2019,38,314,0.3598117570692522,Phase 4,0.5229675874304079
17,SDG 17: Partnerships for the Goals,2020,29,251,0.354581673306773,Phase 4,0.4129658207590308
17,SDG 17: Partnerships for the Goals,2021,33,269,0.3220381144539186,Phase 4,0.268311702184479
17,SDG 17: Partnerships for the Goals,2022,32,257,0.3330406213568715,Phase 4,0.2640721214271373
17,SDG 17: Partnerships for the Goals,2023,35,246,0.3207085729393879,Phase 4,0.3853717988879317
17,SDG 17: Partnerships for the Goals,2024,27,192,0.3114149305555555,Phase 4,0.755598903312664
