year,sdg,citation_concentration_value
1999,12,1.0
1999,13,1.0
1999,14,1.0
1999,15,0.4637375611401585
1999,16,0.9343517232672643
1999,17,1.0
2000,1,0.8444346980416088
2000,2,0.7054569362261669
2000,3,0.4117355371900826
2000,4,0.5147928994082839
2000,5,0.6143667296786388
2000,6,0.5555555555555556
2000,7,
2000,8,0.2533884297520661
2000,9,0.44000000000000006
2000,10,0.443359375
2000,11,0.43055555555555564
2000,12,1.0
2000,13,0.375
2000,14,0.9574669187145557
2000,15,0.7502972651605232
2000,16,0.2822222222222222
2000,17,0.9375650364203956
2001,1,0.435302734375
2001,2,0.8295833333333333
2001,3,0.5322674072604642
2001,4,1.0
2001,5,0.6077551674411154
2001,6,0.8024691358024691
2001,7,1.0
2001,8,0.5338775510204081
2001,9,0.5012927319735709
2001,10,0.5251487290427258
2001,11,0.46576879910213254
2001,12,
2001,13,0.425
2001,14,0.7852734693877551
2001,15,0.9412304866850323
2001,16,0.3597431869407827
2001,17,0.375
2002,1,0.2988501120369252
2002,2,0.929531611006091
2002,3,0.3151010701545779
2002,4,0.5259064656700235
2002,5,0.5018261504747991
2002,6,0.513888888888889
2002,7,
2002,8,0.4145404663923182
2002,9,0.513888888888889
2002,10,0.30530697190426637
2002,11,0.6449704142011835
2002,12,0.4741964689904934
2002,13,0.42708333333333337
2002,14,1.0
2002,15,0.7300068180096462
2002,16,0.18557025834908633
2002,17,0.40495867768595034
2003,1,0.36382271468144045
2003,2,0.8100795697502698
2003,3,0.3800610854413031
2003,4,0.4560622602950646
2003,5,0.8637449610430128
2003,6,0.5335276967930028
2003,7,0.8296508686119075
2003,8,0.3648753619094697
2003,9,0.40495867768595034
2003,10,0.36806399999999995
2003,11,0.8657142857142858
2003,12,1.0
2003,13,0.38842975206611563
2003,14,0.8024691358024691
2003,15,0.4069896449704142
2003,16,0.3937788350634372
2003,17,0.8472222222222221
2004,1,0.45791707039994656
2004,2,0.6408908317580341
2004,3,0.5866075633177044
2004,4,0.43209342560553643
2004,5,0.4625246548323471
2004,6,0.4881754525036332
2004,7,0.5286458333333334
2004,8,0.27228581338883107
2004,9,1.0
2004,10,0.5564348188254893
2004,11,0.5327203893996755
2004,12,0.2777777777777778
2004,13,0.35808057944771393
2004,14,0.34375
2004,15,0.7979768595041322
2004,16,0.2511180234811114
2004,17,0.6937716262975777
2005,1,0.477832300275482
2005,2,0.537782585181179
2005,3,0.7987612687077079
2005,4,0.4244658801020408
2005,5,0.28625529071062594
2005,6,0.8673469387755102
2005,7,0.6800000000000002
2005,8,0.46913116907487334
2005,9,0.9512499999999999
2005,10,0.5849049407906027
2005,11,0.4078478002378121
2005,12,0.873599540361965
2005,13,0.9314412595536009
2005,14,0.6490540143123225
2005,15,0.7535108676650544
2005,16,0.3250662552905344
2005,17,0.25
2006,1,0.3555920357238863
2006,2,0.5349794238683127
2006,3,0.9577593823595458
2006,4,0.8124453694068677
2006,5,0.45761358687763104
2006,6,0.21995464852607707
2006,7,0.6234567901234568
2006,8,0.2380030579752837
2006,9,0.3487712665406427
2006,10,0.27418880501911574
2006,11,0.4177215189873418
2006,12,0.9421673525377229
2006,13,0.2918975069252078
2006,14,0.5
2006,15,0.2882797731568998
2006,16,0.22848737709869016
2006,17,0.9558136598914277
2007,1,0.45872347427255106
2007,2,0.5869678953626635
2007,3,0.39214336000000005
2007,4,0.5079851069821079
2007,5,0.3464888888888889
2007,6,0.25286160249739853
2007,7,0.5321180555555556
2007,8,0.2524535123966942
2007,9,0.2973701342942361
2007,10,0.26603973175726164
2007,11,0.2795610425240055
2007,12,0.31632653061224486
2007,13,0.3231055778845211
2007,14,0.5
2007,15,0.35038548752834464
2007,16,0.24558729534392057
2007,17,0.2510288065843621
2008,1,0.4316187527362016
2008,2,0.6625376220798099
2008,3,0.40288997414536054
2008,4,0.6437277051129606
2008,5,0.5538659320477503
2008,6,0.29210400127870423
2008,7,0.4266666666666667
2008,8,0.41293020912068534
2008,9,0.24170918367346939
2008,10,0.39210273294097087
2008,11,0.3482448979591837
2008,12,1.0
2008,13,0.4603854389721627
2008,14,
2008,15,0.46726611570247945
2008,16,0.2941142964553631
2008,17,0.4955555555555556
2009,1,0.4887957220912063
2009,2,0.5331775018261504
2009,3,0.34976562499999997
2009,4,0.4426535122170903
2009,5,0.28437849645692365
2009,6,0.3599293018558262
2009,7,0.4915254237288136
2009,8,0.37748799999999993
2009,9,0.4432870370370371
2009,10,0.2538593030900723
2009,11,0.6961492728436842
2009,12,0.3579881656804734
2009,13,0.3100182947254503
2009,14,0.3378426486294055
2009,15,0.4242291903222989
2009,16,0.3163022481941401
2009,17,0.7387543252595156
2010,1,0.47656331360946735
2010,2,0.5688935152993839
2010,3,0.4476858381751587
2010,4,0.4316893424036281
2010,5,0.27637414730026594
2010,6,0.7049064417565213
2010,7,0.742413329750067
2010,8,0.32741512345679014
2010,9,0.3266666666666667
2010,10,0.35221943574809544
2010,11,0.3515816440187124
2010,12,0.20500000000000002
2010,13,0.45327440128671115
2010,14,1.0
2010,15,0.33958617846375844
2010,16,0.30913871438787616
2010,17,0.22773186409550045
2011,1,0.3846249710694511
2011,2,0.2587422522954517
2011,3,0.406393694732795
2011,4,0.35707344162154653
2011,5,0.2535074444393045
2011,6,0.294703485740154
2011,7,0.6988913212343761
2011,8,0.3481133006164875
2011,9,0.6829473027627646
2011,10,0.5615612198452435
2011,11,0.47247143949786935
2011,12,0.3616925619834711
2011,13,0.5135997069686518
2011,14,1.0
2011,15,0.41837984586407284
2011,16,0.16836120042050012
2011,17,0.4310018903591682
2012,1,0.5252490523298816
2012,2,0.277581137980633
2012,3,0.596901071993789
2012,4,0.3233012529827682
2012,5,0.2580718336483932
2012,6,0.2547666009204471
2012,7,0.542510986328125
2012,8,0.336808158974097
2012,9,0.42173010380622844
2012,10,0.32350199251298156
2012,11,0.41896812191505206
2012,12,0.3507460597407687
2012,13,0.38392961329319236
2012,14,0.8347107438016528
2012,15,0.29489439853076216
2012,16,0.337081902704371
2012,17,0.526710291493159
2013,1,0.41326454143804814
2013,2,0.3271714285714286
2013,3,0.3102518741664594
2013,4,0.25536185208522955
2013,5,0.32015557568330755
2013,6,0.5990123456790123
2013,7,0.7242181818181818
2013,8,0.2796653106508876
2013,9,0.4397818530326791
2013,10,0.33875789682282076
2013,11,0.41488040515475555
2013,12,0.7558462148236227
2013,13,0.33973031470618165
2013,14,0.3242630385487528
2013,15,0.2455644946454259
2013,16,0.24449201944004148
2013,17,0.32980599647266307
2014,1,0.42283743395675777
2014,2,0.3022568158168574
2014,3,0.3405150853144451
2014,4,0.2890224852071006
2014,5,0.30067690054877166
2014,6,0.2622377146280688
2014,7,0.2416115702479339
2014,8,0.277315410043462
2014,9,0.3653230776084165
2014,10,0.32272644425583935
2014,11,0.350927684441198
2014,12,0.5283709869203329
2014,13,0.2641877598158745
2014,14,0.5385802469135802
2014,15,0.28007994065012337
2014,16,0.28113675453954035
2014,17,0.5078125
2015,1,0.4863477714186611
2015,2,0.2837955148855234
2015,3,0.49312886258950583
2015,4,0.42274915870440477
2015,5,0.5638696816237503
2015,6,0.30242500500443253
2015,7,0.6249274388605213
2015,8,0.29876580990570056
2015,9,0.17906571094673837
2015,10,0.35607065205867333
2015,11,0.3680551030249319
2015,12,0.6654726643598615
2015,13,0.2978253515237936
2015,14,0.4595155057027052
2015,15,0.3668736303871439
2015,16,0.4411503548152323
2015,17,0.27285491895851777
2016,1,0.5886110803324099
2016,2,0.490951322453154
2016,3,0.6006079859219414
2016,4,0.28248590583980926
2016,5,0.4587110264973004
2016,6,0.3023553917641404
2016,7,0.5615766286934851
2016,8,0.32226343022090026
2016,9,0.3417545772989948
2016,10,0.2944972623999429
2016,11,0.373931623931624
2016,12,0.21946740128558312
2016,13,0.3934429777825137
2016,14,0.37472723665939295
2016,15,0.3217975206611571
2016,16,0.34625021199615585
2016,17,0.36583127079611205
2017,1,0.2615554936357477
2017,2,0.3482601286257685
2017,3,0.35999618896926705
2017,4,0.285558937935269
2017,5,0.21525344782194863
2017,6,0.3658903080390684
2017,7,0.2887952703653804
2017,8,0.37282937363617863
2017,9,0.3902784065187868
2017,10,0.3454956838015612
2017,11,0.3757967923085056
2017,12,0.5278738946559016
2017,13,0.2973994304022784
2017,14,0.7075319917823817
2017,15,0.6471065440778798
2017,16,0.23561300089528647
2017,17,0.4078009902185725
2018,1,0.4745904547248501
2018,2,0.344515353002105
2018,3,0.44553353348259717
2018,4,0.2736315900021004
2018,5,0.23293119978086196
2018,6,0.6670448694723594
2018,7,0.2555825654361467
2018,8,0.4015636263788948
2018,9,0.18843501443144517
2018,10,0.36263584748983313
2018,11,0.3763221017152429
2018,12,0.55640718004869
2018,13,0.31713807058937504
2018,14,0.8154154518950437
2018,15,0.6137091815269103
2018,16,0.26105704829810905
2018,17,0.31358958202058396
2019,1,0.2592128095129081
2019,2,0.564553020282187
2019,3,0.3413153931833371
2019,4,0.24111862643080126
2019,5,0.3168432420483512
2019,6,0.6443918474687704
2019,7,0.27069496437628304
2019,8,0.3445230809891022
2019,9,0.19930032580248894
2019,10,0.192052430047312
2019,11,0.5091669071306995
2019,12,0.41279675135360266
2019,13,0.37414911239876775
2019,14,0.6081481481481481
2019,15,0.2819005227472698
2019,16,0.17581382621318375
2019,17,0.25266383742079074
2020,1,0.3466738777717685
2020,2,0.19133342899084999
2020,3,0.3703642740894493
2020,4,0.3047178840624025
2020,5,0.2140074474763719
2020,6,0.4493801652892562
2020,7,0.23761777777777776
2020,8,0.4465294046612728
2020,9,0.504290110285034
2020,10,0.30278736339405876
2020,11,0.3099734112490869
2020,12,0.19458896982310095
2020,13,0.20850692493489884
2020,14,0.23237919359803014
2020,15,0.35937948865268604
2020,16,0.23073420219337268
2020,17,0.43040337634932235
2021,1,0.2604079439327107
2021,2,0.24391474058155344
2021,3,0.3150339778161697
2021,4,0.3193937099620946
2021,5,0.22876633136778818
2021,6,0.22613328674993446
2021,7,0.3094990089175446
2021,8,0.23827782335940842
2021,9,0.2855564757226128
2021,10,0.23869297113243426
2021,11,0.267069943289225
2021,12,0.2582477014602487
2021,13,0.256123725110275
2021,14,0.9915859083994534
2021,15,0.265562008276058
2021,16,0.2726284871548212
2021,17,0.4219814292938525
2022,1,0.4313559592945815
2022,2,0.3267897077122546
2022,3,0.2957970524607896
2022,4,0.2957463274415777
2022,5,0.2890398752506126
2022,6,0.7344000000000002
2022,7,0.41355253907306266
2022,8,0.42269500218927875
2022,9,0.532484172187467
2022,10,0.4046616767803229
2022,11,0.5001654329551575
2022,12,0.21935643871287738
2022,13,0.2820533812113066
2022,14,0.378698224852071
2022,15,0.5410281759762728
2022,16,0.2419230380881891
2022,17,0.3608912952936277
2023,1,0.5329266922634663
2023,2,0.3217002601331529
2023,3,0.3415917874093505
2023,4,0.33621484417092706
2023,5,0.1966853616410177
2023,6,0.39840000000000003
2023,7,0.2850816313041179
2023,8,0.25716847177046614
2023,9,0.29391465364868286
2023,10,0.2728438136232198
2023,11,0.39653039064670076
2023,12,0.5419501133786849
2023,13,0.263450857403506
2023,14,0.78125
2023,15,0.613019231295808
2023,16,0.25786025602368357
2023,17,0.3127494223902542
2024,1,0.3482879849064055
2024,2,0.42874240578518164
2024,3,0.46197156401149514
2024,4,0.3608740894901145
2024,5,0.304795918367347
2024,6,0.5094959824689553
2024,7,0.23868370877762873
2024,8,0.3324762542975351
2024,9,0.22782006920415226
2024,10,0.2263849642058237
2024,11,0.21448873025315618
2024,12,0.3588088296543107
2024,13,0.299086344971396
2024,14,0.8347107438016528
2024,15,0.29024943310657597
2024,16,0.226026227716686
2024,17,0.6501457725947521
